172207,645,497,514
172217,472,566,512
172227,473,530,512
172237,501,490,513
172247,595,525,512
172257,515,573,512
172267,458,537,513
172277,524,481,512
172288,520,497,512
172303,481,519,512
172319,514,557,513
172335,492,547,512
172351,495,519,512
172367,496,517,512
172382,500,493,512
172398,502,528,512
172414,505,485,512
172430,509,523,512
172447,1019,515,514
172462,389,519,512
172477,513,512,513
172493,522,555,513
172509,507,489,512
172525,509,506,512
172541,512,503,513
172557,487,510,513
172572,493,533,512
172588,495,491,512
172604,499,501,512
172620,500,500,512
172636,502,501,511
172651,505,502,512
172667,507,504,512
172685,1017,1017,582
172699,429,428,321
172715,498,507,488
172731,521,518,508
172746,516,508,512
172762,505,517,512
172778,492,507,513
172794,492,609,509
172810,495,514,510
172826,495,510,510
172841,500,467,512
172857,503,529,512
172873,504,481,512
172889,507,526,512
172905,510,604,512
172920,397,506,514
172936,488,478,512
172952,510,504,512
172968,519,525,512
172984,514,493,512
173000,483,482,513
173015,490,490,513
173031,493,490,512
173047,496,527,512
173063,497,494,513
173079,500,510,512
173094,502,516,512
173110,506,503,512
173126,506,538,512
173143,1017,531,516
173158,436,549,513
173174,499,535,512
173189,522,525,512
173205,493,545,512
173221,498,522,512
173237,499,506,513
173253,493,531,512
173268,494,531,512
173284,498,499,512
173300,500,535,512
173316,501,544,512
173332,504,552,512
173348,507,545,512
173363,508,537,512
173379,391,528,513
173395,500,584,513
173411,498,520,512
173427,508,477,513
173442,525,494,512
173458,507,552,512
173474,486,572,512
173490,491,524,512
173506,496,549,513
173522,497,563,512
173537,501,506,512
173553,504,517,512
173569,505,487,512
173585,508,495,512
173601,810,518,514
173617,453,551,513
173632,514,520,512
173648,507,487,512
173664,512,496,512
173680,524,524,512
173696,488,507,513
173711,490,574,512
173727,495,529,512
173743,496,534,512
173759,499,506,512
173775,503,554,512
173791,505,528,511
173806,507,499,512
173822,363,501,513
173838,503,499,513
173854,528,503,511
173870,515,503,512
173885,515,507,512
173902,518,1017,516
173917,489,423,513
173933,491,502,513
173949,494,510,512
173965,498,524,512
173980,497,515,512
173996,502,519,511
174012,506,488,512
174028,507,492,512
174044,387,471,514
174060,483,503,512
174075,511,507,512
174091,509,522,513
174107,511,527,512
174123,502,539,512
174139,492,470,512
174154,495,495,512
174170,498,499,512
174186,499,498,512
174202,501,499,511
174218,504,504,511
174234,505,505,511
174249,896,508,513
174265,402,402,227
174281,505,498,476
174297,518,517,508
174313,513,515,512
174328,508,518,512
174344,491,510,513
174360,491,525,510
174376,493,500,510
174392,497,546,511
174408,497,497,511
174423,501,502,512
174439,505,509,513
174455,508,565,512
174472,1019,544,515
174487,408,561,512
174503,498,542,512
174518,507,548,512
174534,517,555,513
174550,516,532,513
174566,489,520,512
174582,492,549,512
174597,494,518,512
174613,497,513,512
174629,497,554,512
174645,502,510,512
174661,505,482,512
