770254,41.25
770265,40.93
770275,40.93
770285,40.61
770295,41.25
770305,41.57
770318,41.25
770393,41.25
770403,40.61
770413,41.57
770423,41.57
770437,40.61
770448,41.25
770458,41.25
770468,40.93
770478,40.93
770488,40.93
770498,40.61
770508,40.61
770523,40.93
770539,41.25
770555,40.93
770571,40.61
770587,72.83
770603,8.38
770618,6.12
770634,41.25
770650,41.57
770666,40.61
770682,40.93
770697,41.25
770713,40.61
770729,40.93
770745,40.93
770761,40.61
770777,40.93
770792,40.93
770808,40.93
770824,40.93
770840,16.76
770856,13.54
770872,41.25
770887,40.93
770903,40.28
770919,39.96
770935,29.65
770951,40.93
770966,40.28
770982,40.61
770998,41.25
771014,40.61
771030,40.93
771046,40.93
771061,41.57
771077,40.93
771093,40.93
771109,40.61
771125,40.61
771141,41.25
771156,33.84
771172,8.06
771188,7.73
771204,6.45
771220,5.80
771235,40.28
771251,40.93
771267,40.93
771283,40.28
771299,40.93
771315,39.96
771330,40.28
771346,40.93
771362,40.93
771378,40.93
771394,40.61
771409,40.61
771425,40.61
771441,41.89
771457,40.93
771473,40.61
771489,40.61
771504,40.93
771520,40.93
771536,41.25
771552,40.61
771568,40.61
771583,40.61
771599,40.61
771615,40.93
771631,40.61
771647,40.61
771663,40.61
771678,40.93
771694,40.93
771710,40.93
771726,40.61
771742,40.61
771757,40.93
771773,40.61
771789,40.93
771805,41.57
771821,41.57
771837,40.93
771852,40.93
771868,41.25
771884,10.31
771900,6.77
771916,7.09
771931,6.45
771947,5.80
771963,6.12
771979,5.80
771995,6.12
772011,6.45
772026,40.28
772042,40.28
772058,40.28
772074,40.61
772090,40.93
772105,40.61
772121,40.61
772137,40.93
772153,40.28
772169,39.96
772185,40.61
772200,41.25
772216,40.28
772232,40.28
772248,40.28
772264,40.28
772279,40.61
772295,40.28
772311,40.61
772327,40.61
772343,40.61
772359,40.28
772374,40.61
772390,40.93
772406,40.61
772422,40.61
772438,40.61
772454,40.93
772469,40.93
772485,40.93
772501,40.61
772517,40.61
772533,40.61
772548,40.93
772564,40.93
772580,41.25
772596,40.28
772612,40.61
772628,40.28
772643,40.61
772659,40.93
772675,40.93
772691,40.61
772707,40.93
772722,40.61
772738,40.61
772754,40.61
772770,40.93
772786,40.28
772802,40.61
772817,40.93
772833,41.25
772849,41.25
772865,40.61
772881,40.61
772896,40.61
772912,40.28
772928,40.28
772944,41.25
772960,40.28
772976,40.28
772991,40.61
773007,40.28
773023,40.61
773039,40.28
773055,40.61
773071,40.61
773086,39.64
773102,41.25
773118,40.61
773134,40.93
773150,40.93
773165,41.25
773181,41.25
773197,41.25
773213,40.93
773229,41.57
773245,41.25
773260,41.25
773276,41.57
773292,40.93
773308,40.93
773324,41.25
773339,41.25
773355,40.28
773371,40.28
773387,40.61
773403,40.28
773419,40.28
773434,39.96
773450,39.96
773466,40.28
773482,39.96
773498,40.28
773513,40.28
773529,40.61
773545,40.93
773561,40.61
773577,40.28
773593,39.96
773608,39.96
773624,39.96
773640,40.28
773656,40.28
773672,40.61
773687,40.61
773703,40.93
773719,40.61
773735,39.64
773751,39.96
773767,40.28
773782,39.96
773798,40.28
773814,39.64
773830,40.93
773846,41.25
773861,40.93
773877,41.25
773893,40.93
773909,41.25
773925,41.25
773941,40.93
773956,40.93
773972,41.57
773988,40.93
774004,40.93
774020,40.93
774035,41.25
774051,40.61
774067,41.57
774083,41.25
774099,40.28
774115,40.28
774130,40.93
774146,41.25
774162,40.93
774178,40.93
774194,40.93
774210,41.57
774225,40.61
774241,41.25
774257,40.93
774273,40.28
774289,40.61
774304,40.93
774320,41.25
774336,40.61
774352,40.28
774368,40.93
774384,40.61
774399,40.61
774415,40.61
774431,40.28
774447,40.28
774463,40.93
774478,40.61
774494,40.28
774510,40.61
774526,40.61
774542,40.93
774558,40.28
774573,40.93
774589,41.57
774605,41.57
774621,41.57
774637,41.89
774652,41.57
774668,41.25
774684,41.57
774700,41.57
774716,40.61
774732,22.56
774747,9.35
774763,8.38
774779,8.38
774795,6.77
774811,6.45
774826,6.45
774842,40.93
774858,39.96
774874,39.96
774890,40.61
774906,40.28
774921,40.28
774937,40.61
774953,40.28
774969,40.61
774985,40.93
775000,40.93
775016,40.61
775032,40.93
775048,40.61
775064,40.28
775080,40.61
775095,40.61
775111,40.61
775127,40.93
775143,40.28
775159,40.93
775174,40.28
775190,40.28
775206,40.28
775222,40.93
775238,40.28
775254,40.28
775269,40.93
775285,40.93
775301,40.93
775317,40.93
775333,40.93
775349,40.93
775364,40.93
775380,41.25
775396,40.93
775412,40.28
775428,40.93
775443,40.93
775459,40.93
775475,40.93
775491,40.28
775507,40.93
775523,40.61
775538,40.61
775554,40.61
775570,40.61
775586,40.61
775602,41.25
775617,40.28
775633,39.96
775649,40.61
775665,39.96
775681,40.61
775697,40.61
775712,40.93
775728,41.25
775744,40.61
775760,40.61
775776,40.61
775791,39.64
775807,39.64
775823,40.28
775839,40.28
775855,40.61
775871,40.28
775886,40.61
775902,39.96
775918,40.28
775934,40.28
775950,40.28
775965,40.61
775981,41.89
775997,40.28
776013,24.81
776029,13.21
776045,27.71
776060,41.25
776076,41.25
776092,42.86
776108,16.11
776124,10.96
776140,9.67
776155,8.70
776171,8.38
776187,8.06
776203,7.09
776219,6.77
776234,6.77
776250,5.16
776266,5.16
